tanggal,komoditas_id,komoditas,grup,satuan,harga_kemarin,harga,hari_nama,is_weekend,is_libur_nasional,nama_libur,is_ramadan,is_pra_ramadan
2026-02-18,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Rabu,0,0,,0,1
2026-02-18,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Rabu,0,0,,0,1
2026-02-18,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Rabu,0,0,,0,1
2026-02-18,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Rabu,0,0,,0,1
2026-02-18,13,Daging Ayam Ras,DAGING,kg,42000,40000,Rabu,0,0,,0,1
2026-02-18,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Rabu,0,0,,0,1
2026-02-18,16,Telur Ayam Ras,TELUR AYAM,kg,32000,30000,Rabu,0,0,,0,1
2026-02-18,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Rabu,0,0,,0,1
2026-02-18,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,0,1
2026-02-18,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,0,1
2026-02-18,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,0,1
2026-02-18,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,0,1
2026-02-18,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Rabu,0,0,,0,1
2026-02-18,27,Bata,GARAM BERYODIUM,Buah,0,0,Rabu,0,0,,0,1
2026-02-18,28,Halus,GARAM BERYODIUM,kg,10000,10000,Rabu,0,0,,0,1
2026-02-18,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Rabu,0,0,,0,1
2026-02-18,32,Kedelai Impor,KACANG KEDELAI,kg,18000,18000,Rabu,0,0,,0,1
2026-02-18,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Rabu,0,0,,0,1
2026-02-18,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Rabu,0,0,,0,1
2026-02-18,37,Cabe Merah Keriting,CABE,kg,35000,35000,Rabu,0,0,,0,1
2026-02-18,38,Cabe Merah Besar,CABE,kg,25000,30000,Rabu,0,0,,0,1
2026-02-18,50,Cabe Rawit Merah,CABE,kg,95000,65000,Rabu,0,0,,0,1
2026-02-18,39,Bawang Merah,BAWANG,kg,35000,40000,Rabu,0,0,,0,1
2026-02-18,49,Bawang Putih Sinco/Honan,BAWANG,kg,32000,32000,Rabu,0,0,,0,1
2026-02-18,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Rabu,0,0,,0,1
2026-02-18,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Rabu,0,0,,0,1
2026-02-18,42,KACANG TANAH,KACANG TANAH,kg,38000,35000,Rabu,0,0,,0,1
2026-02-18,43,KETELA POHON,KETELA POHON,kg,7000,7000,Rabu,0,0,,0,1
2026-02-18,44,KOL/KUBIS,SAYUR MAYUR,kg,9000,9000,Rabu,0,0,,0,1
2026-02-18,45,KENTANG,SAYUR MAYUR,kg,12000,12000,Rabu,0,0,,0,1
2026-02-18,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Rabu,0,0,,0,1
2026-02-18,47,WORTEL,SAYUR MAYUR,kg,12000,10000,Rabu,0,0,,0,1
2026-02-18,48,BUNCIS,SAYUR MAYUR,kg,14000,14000,Rabu,0,0,,0,1
2026-02-18,58,Ikan Bandeng,IKAN SEGAR,kg,36000,35000,Rabu,0,0,,0,1
2026-02-18,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Rabu,0,0,,0,1
2026-02-18,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Rabu,0,0,,0,1
2026-02-18,60,Ikan Tongkol,IKAN SEGAR,kg,40000,40000,Rabu,0,0,,0,1
2026-02-18,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Rabu,0,0,,0,1
2026-02-21,2,Beras Premium,BERAS,kg,16500,16500,Sabtu,1,0,,1,0
2026-02-21,4,Beras Medium,BERAS,kg,12500,12500,Sabtu,1,0,,1,0
2026-02-21,7,Gula Kristal Putih,GULA,kg,16500,16500,Sabtu,1,0,,1,0
2026-02-21,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Sabtu,1,0,,1,0
2026-02-21,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Sabtu,1,0,,1,0
2026-02-21,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Sabtu,1,0,,1,0
2026-02-21,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Sabtu,1,0,,1,0
2026-02-21,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Sabtu,1,0,,1,0
2026-02-21,13,Daging Ayam Ras,DAGING,kg,40000,40000,Sabtu,1,0,,1,0
2026-02-21,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Sabtu,1,0,,1,0
2026-02-21,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Sabtu,1,0,,1,0
2026-02-21,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Sabtu,1,0,,1,0
2026-02-21,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,1,0
2026-02-21,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,1,0
2026-02-21,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,1,0
2026-02-21,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,1,0
2026-02-21,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Sabtu,1,0,,1,0
2026-02-21,27,Bata,GARAM BERYODIUM,Buah,0,0,Sabtu,1,0,,1,0
2026-02-21,28,Halus,GARAM BERYODIUM,kg,10000,10000,Sabtu,1,0,,1,0
2026-02-21,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Sabtu,1,0,,1,0
2026-02-21,32,Kedelai Impor,KACANG KEDELAI,kg,18000,18000,Sabtu,1,0,,1,0
2026-02-21,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Sabtu,1,0,,1,0
2026-02-21,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Sabtu,1,0,,1,0
2026-02-21,37,Cabe Merah Keriting,CABE,kg,35000,30000,Sabtu,1,0,,1,0
2026-02-21,38,Cabe Merah Besar,CABE,kg,30000,25000,Sabtu,1,0,,1,0
2026-02-21,50,Cabe Rawit Merah,CABE,kg,130000,110000,Sabtu,1,0,,1,0
2026-02-21,39,Bawang Merah,BAWANG,kg,38000,35000,Sabtu,1,0,,1,0
2026-02-21,49,Bawang Putih Sinco/Honan,BAWANG,kg,32000,30000,Sabtu,1,0,,1,0
2026-02-21,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Sabtu,1,0,,1,0
2026-02-21,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Sabtu,1,0,,1,0
2026-02-21,42,KACANG TANAH,KACANG TANAH,kg,35000,36000,Sabtu,1,0,,1,0
2026-02-21,43,KETELA POHON,KETELA POHON,kg,7000,7000,Sabtu,1,0,,1,0
2026-02-21,44,KOL/KUBIS,SAYUR MAYUR,kg,9000,10000,Sabtu,1,0,,1,0
2026-02-21,45,KENTANG,SAYUR MAYUR,kg,14000,14000,Sabtu,1,0,,1,0
2026-02-21,46,Tomat Merah,SAYUR MAYUR,kg,9000,9000,Sabtu,1,0,,1,0
2026-02-21,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Sabtu,1,0,,1,0
2026-02-21,48,BUNCIS,SAYUR MAYUR,kg,13000,15000,Sabtu,1,0,,1,0
2026-02-21,58,Ikan Bandeng,IKAN SEGAR,kg,40000,40000,Sabtu,1,0,,1,0
2026-02-21,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-21,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-21,60,Ikan Tongkol,IKAN SEGAR,kg,40000,40000,Sabtu,1,0,,1,0
2026-02-21,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-22,2,Beras Premium,BERAS,kg,16500,16500,Minggu,1,0,,1,0
2026-02-22,4,Beras Medium,BERAS,kg,12500,12500,Minggu,1,0,,1,0
2026-02-22,7,Gula Kristal Putih,GULA,kg,16500,16500,Minggu,1,0,,1,0
2026-02-22,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Minggu,1,0,,1,0
2026-02-22,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Minggu,1,0,,1,0
2026-02-22,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Minggu,1,0,,1,0
2026-02-22,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Minggu,1,0,,1,0
2026-02-22,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Minggu,1,0,,1,0
2026-02-22,13,Daging Ayam Ras,DAGING,kg,40000,40000,Minggu,1,0,,1,0
2026-02-22,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Minggu,1,0,,1,0
2026-02-22,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Minggu,1,0,,1,0
2026-02-22,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Minggu,1,0,,1,0
2026-02-22,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Minggu,1,0,,1,0
2026-02-22,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Minggu,1,0,,1,0
2026-02-22,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Minggu,1,0,,1,0
2026-02-22,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Minggu,1,0,,1,0
2026-02-22,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Minggu,1,0,,1,0
2026-02-22,27,Bata,GARAM BERYODIUM,Buah,0,0,Minggu,1,0,,1,0
2026-02-22,28,Halus,GARAM BERYODIUM,kg,10000,10000,Minggu,1,0,,1,0
2026-02-22,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Minggu,1,0,,1,0
2026-02-22,32,Kedelai Impor,KACANG KEDELAI,kg,18000,18000,Minggu,1,0,,1,0
2026-02-22,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Minggu,1,0,,1,0
2026-02-22,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Minggu,1,0,,1,0
2026-02-22,37,Cabe Merah Keriting,CABE,kg,30000,30000,Minggu,1,0,,1,0
2026-02-22,38,Cabe Merah Besar,CABE,kg,25000,25000,Minggu,1,0,,1,0
2026-02-22,50,Cabe Rawit Merah,CABE,kg,110000,85000,Minggu,1,0,,1,0
2026-02-22,39,Bawang Merah,BAWANG,kg,35000,36000,Minggu,1,0,,1,0
2026-02-22,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Minggu,1,0,,1,0
2026-02-22,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Minggu,1,0,,1,0
2026-02-22,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Minggu,1,0,,1,0
2026-02-22,42,KACANG TANAH,KACANG TANAH,kg,36000,36000,Minggu,1,0,,1,0
2026-02-22,43,KETELA POHON,KETELA POHON,kg,7000,7000,Minggu,1,0,,1,0
2026-02-22,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Minggu,1,0,,1,0
2026-02-22,45,KENTANG,SAYUR MAYUR,kg,14000,14000,Minggu,1,0,,1,0
2026-02-22,46,Tomat Merah,SAYUR MAYUR,kg,9000,10000,Minggu,1,0,,1,0
2026-02-22,47,WORTEL,SAYUR MAYUR,kg,10000,10000,Minggu,1,0,,1,0
2026-02-22,48,BUNCIS,SAYUR MAYUR,kg,15000,14000,Minggu,1,0,,1,0
2026-02-22,58,Ikan Bandeng,IKAN SEGAR,kg,40000,38000,Minggu,1,0,,1,0
2026-02-22,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Minggu,1,0,,1,0
2026-02-22,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Minggu,1,0,,1,0
2026-02-22,60,Ikan Tongkol,IKAN SEGAR,kg,40000,40000,Minggu,1,0,,1,0
2026-02-22,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Minggu,1,0,,1,0
2026-02-23,2,Beras Premium,BERAS,kg,16500,16500,Senin,0,0,,1,0
2026-02-23,4,Beras Medium,BERAS,kg,12500,12500,Senin,0,0,,1,0
2026-02-23,7,Gula Kristal Putih,GULA,kg,16500,16500,Senin,0,0,,1,0
2026-02-23,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Senin,0,0,,1,0
2026-02-23,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Senin,0,0,,1,0
2026-02-23,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Senin,0,0,,1,0
2026-02-23,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Senin,0,0,,1,0
2026-02-23,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Senin,0,0,,1,0
2026-02-23,13,Daging Ayam Ras,DAGING,kg,40000,40000,Senin,0,0,,1,0
2026-02-23,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Senin,0,0,,1,0
2026-02-23,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Senin,0,0,,1,0
2026-02-23,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Senin,0,0,,1,0
2026-02-23,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Senin,0,0,,1,0
2026-02-23,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Senin,0,0,,1,0
2026-02-23,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Senin,0,0,,1,0
2026-02-23,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Senin,0,0,,1,0
2026-02-23,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Senin,0,0,,1,0
2026-02-23,27,Bata,GARAM BERYODIUM,Buah,0,0,Senin,0,0,,1,0
2026-02-23,28,Halus,GARAM BERYODIUM,kg,10000,10000,Senin,0,0,,1,0
2026-02-23,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Senin,0,0,,1,0
2026-02-23,32,Kedelai Impor,KACANG KEDELAI,kg,18000,18000,Senin,0,0,,1,0
2026-02-23,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Senin,0,0,,1,0
2026-02-23,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Senin,0,0,,1,0
2026-02-23,37,Cabe Merah Keriting,CABE,kg,30000,25000,Senin,0,0,,1,0
2026-02-23,38,Cabe Merah Besar,CABE,kg,25000,22000,Senin,0,0,,1,0
2026-02-23,50,Cabe Rawit Merah,CABE,kg,85000,80000,Senin,0,0,,1,0
2026-02-23,39,Bawang Merah,BAWANG,kg,36000,40000,Senin,0,0,,1,0
2026-02-23,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Senin,0,0,,1,0
2026-02-23,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Senin,0,0,,1,0
2026-02-23,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Senin,0,0,,1,0
2026-02-23,42,KACANG TANAH,KACANG TANAH,kg,36000,36000,Senin,0,0,,1,0
2026-02-23,43,KETELA POHON,KETELA POHON,kg,7000,7000,Senin,0,0,,1,0
2026-02-23,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,10000,Senin,0,0,,1,0
2026-02-23,45,KENTANG,SAYUR MAYUR,kg,14000,12000,Senin,0,0,,1,0
2026-02-23,46,Tomat Merah,SAYUR MAYUR,kg,10000,10000,Senin,0,0,,1,0
2026-02-23,47,WORTEL,SAYUR MAYUR,kg,10000,12000,Senin,0,0,,1,0
2026-02-23,48,BUNCIS,SAYUR MAYUR,kg,14000,14000,Senin,0,0,,1,0
2026-02-23,58,Ikan Bandeng,IKAN SEGAR,kg,38000,38000,Senin,0,0,,1,0
2026-02-23,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Senin,0,0,,1,0
2026-02-23,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Senin,0,0,,1,0
2026-02-23,60,Ikan Tongkol,IKAN SEGAR,kg,40000,38000,Senin,0,0,,1,0
2026-02-23,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Senin,0,0,,1,0
2026-02-26,2,Beras Premium,BERAS,kg,16500,16500,Kamis,0,0,,1,0
2026-02-26,4,Beras Medium,BERAS,kg,12500,12500,Kamis,0,0,,1,0
2026-02-26,7,Gula Kristal Putih,GULA,kg,16500,16500,Kamis,0,0,,1,0
2026-02-26,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Kamis,0,0,,1,0
2026-02-26,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Kamis,0,0,,1,0
2026-02-26,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Kamis,0,0,,1,0
2026-02-26,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Kamis,0,0,,1,0
2026-02-26,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Kamis,0,0,,1,0
2026-02-26,13,Daging Ayam Ras,DAGING,kg,38000,40000,Kamis,0,0,,1,0
2026-02-26,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Kamis,0,0,,1,0
2026-02-26,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Kamis,0,0,,1,0
2026-02-26,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Kamis,0,0,,1,0
2026-02-26,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Kamis,0,0,,1,0
2026-02-26,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Kamis,0,0,,1,0
2026-02-26,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Kamis,0,0,,1,0
2026-02-26,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Kamis,0,0,,1,0
2026-02-26,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Kamis,0,0,,1,0
2026-02-26,27,Bata,GARAM BERYODIUM,Buah,0,0,Kamis,0,0,,1,0
2026-02-26,28,Halus,GARAM BERYODIUM,kg,10000,10000,Kamis,0,0,,1,0
2026-02-26,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Kamis,0,0,,1,0
2026-02-26,32,Kedelai Impor,KACANG KEDELAI,kg,18000,17000,Kamis,0,0,,1,0
2026-02-26,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Kamis,0,0,,1,0
2026-02-26,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Kamis,0,0,,1,0
2026-02-26,37,Cabe Merah Keriting,CABE,kg,35000,36000,Kamis,0,0,,1,0
2026-02-26,38,Cabe Merah Besar,CABE,kg,30000,26000,Kamis,0,0,,1,0
2026-02-26,50,Cabe Rawit Merah,CABE,kg,85000,90000,Kamis,0,0,,1,0
2026-02-26,39,Bawang Merah,BAWANG,kg,38000,37000,Kamis,0,0,,1,0
2026-02-26,49,Bawang Putih Sinco/Honan,BAWANG,kg,30000,30000,Kamis,0,0,,1,0
2026-02-26,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Kamis,0,0,,1,0
2026-02-26,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Kamis,0,0,,1,0
2026-02-26,42,KACANG TANAH,KACANG TANAH,kg,36000,38000,Kamis,0,0,,1,0
2026-02-26,43,KETELA POHON,KETELA POHON,kg,7000,7000,Kamis,0,0,,1,0
2026-02-26,44,KOL/KUBIS,SAYUR MAYUR,kg,10000,8000,Kamis,0,0,,1,0
2026-02-26,45,KENTANG,SAYUR MAYUR,kg,13000,14000,Kamis,0,0,,1,0
2026-02-26,46,Tomat Merah,SAYUR MAYUR,kg,10000,8000,Kamis,0,0,,1,0
2026-02-26,47,WORTEL,SAYUR MAYUR,kg,13000,12000,Kamis,0,0,,1,0
2026-02-26,48,BUNCIS,SAYUR MAYUR,kg,14000,14000,Kamis,0,0,,1,0
2026-02-26,58,Ikan Bandeng,IKAN SEGAR,kg,38000,40000,Kamis,0,0,,1,0
2026-02-26,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Kamis,0,0,,1,0
2026-02-26,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Kamis,0,0,,1,0
2026-02-26,60,Ikan Tongkol,IKAN SEGAR,kg,40000,38000,Kamis,0,0,,1,0
2026-02-26,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Kamis,0,0,,1,0
2026-02-28,2,Beras Premium,BERAS,kg,16500,16500,Sabtu,1,0,,1,0
2026-02-28,4,Beras Medium,BERAS,kg,12500,12500,Sabtu,1,0,,1,0
2026-02-28,7,Gula Kristal Putih,GULA,kg,17000,17000,Sabtu,1,0,,1,0
2026-02-28,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Sabtu,1,0,,1,0
2026-02-28,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Sabtu,1,0,,1,0
2026-02-28,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Sabtu,1,0,,1,0
2026-02-28,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Sabtu,1,0,,1,0
2026-02-28,12,Daging Sapi Paha Belakang,DAGING,kg,113667,113667,Sabtu,1,0,,1,0
2026-02-28,13,Daging Ayam Ras,DAGING,kg,40000,40000,Sabtu,1,0,,1,0
2026-02-28,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Sabtu,1,0,,1,0
2026-02-28,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Sabtu,1,0,,1,0
2026-02-28,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Sabtu,1,0,,1,0
2026-02-28,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,1,0
2026-02-28,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Sabtu,1,0,,1,0
2026-02-28,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,1,0
2026-02-28,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Sabtu,1,0,,1,0
2026-02-28,25,Jagung Pipilan Kering,Jagung Pipilan Kering,kg,11000,11000,Sabtu,1,0,,1,0
2026-02-28,27,Bata,GARAM BERYODIUM,Buah,0,0,Sabtu,1,0,,1,0
2026-02-28,28,Halus,GARAM BERYODIUM,kg,10000,10000,Sabtu,1,0,,1,0
2026-02-28,30,Terigu Protein Sedang (Kemasan),TEPUNG TERIGU,kg,12000,12000,Sabtu,1,0,,1,0
2026-02-28,32,Kedelai Impor,KACANG KEDELAI,kg,17000,17000,Sabtu,1,0,,1,0
2026-02-28,33,Kedelai Lokal,KACANG KEDELAI,kg,13000,13000,Sabtu,1,0,,1,0
2026-02-28,35,Indomie Rasa Kari Ayam,MIE INSTANT,Bungkus,3000,3000,Sabtu,1,0,,1,0
2026-02-28,37,Cabe Merah Keriting,CABE,kg,35000,35000,Sabtu,1,0,,1,0
2026-02-28,38,Cabe Merah Besar,CABE,kg,25000,27000,Sabtu,1,0,,1,0
2026-02-28,50,Cabe Rawit Merah,CABE,kg,90000,90000,Sabtu,1,0,,1,0
2026-02-28,39,Bawang Merah,BAWANG,kg,38000,35000,Sabtu,1,0,,1,0
2026-02-28,49,Bawang Putih Sinco/Honan,BAWANG,kg,32000,32000,Sabtu,1,0,,1,0
2026-02-28,40,Ikan Asin Teri,Ikan Asin Teri,kg,95000,95000,Sabtu,1,0,,1,0
2026-02-28,41,KACANG HIJAU,KACANG HIJAU,kg,30000,30000,Sabtu,1,0,,1,0
2026-02-28,42,KACANG TANAH,KACANG TANAH,kg,38000,37000,Sabtu,1,0,,1,0
2026-02-28,43,KETELA POHON,KETELA POHON,kg,7000,7000,Sabtu,1,0,,1,0
2026-02-28,44,KOL/KUBIS,SAYUR MAYUR,kg,8000,10000,Sabtu,1,0,,1,0
2026-02-28,45,KENTANG,SAYUR MAYUR,kg,14000,14000,Sabtu,1,0,,1,0
2026-02-28,46,Tomat Merah,SAYUR MAYUR,kg,8000,9000,Sabtu,1,0,,1,0
2026-02-28,47,WORTEL,SAYUR MAYUR,kg,12000,14000,Sabtu,1,0,,1,0
2026-02-28,48,BUNCIS,SAYUR MAYUR,kg,14000,14000,Sabtu,1,0,,1,0
2026-02-28,58,Ikan Bandeng,IKAN SEGAR,kg,38000,38000,Sabtu,1,0,,1,0
2026-02-28,59,Ikan Kembung,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-28,61,Ikan Tuna,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-28,60,Ikan Tongkol,IKAN SEGAR,kg,38000,40000,Sabtu,1,0,,1,0
2026-02-28,62,Ikan Cakalang,IKAN SEGAR,kg,0,0,Sabtu,1,0,,1,0
2026-02-25,2,Beras Premium,BERAS,kg,16500,16500,Rabu,0,0,,1,0
2026-02-25,4,Beras Medium,BERAS,kg,12500,12500,Rabu,0,0,,1,0
2026-02-25,7,Gula Kristal Putih,GULA,kg,16500,16500,Rabu,0,0,,1,0
2026-02-25,10,Minyak Goreng Curah,MINYAK GORENG,kg,20000,20000,Rabu,0,0,,1,0
2026-02-25,92,Minyak Goreng Kemasan Premium,MINYAK GORENG,1 liter,17000,17000,Rabu,0,0,,1,0
2026-02-25,95,Minyak Goreng Kemasan Sederhana,MINYAK GORENG,1 Liter,0,0,Rabu,0,0,,1,0
2026-02-25,96,Minyak Goreng MINYAKITA,MINYAK GORENG,1 Liter,17000,17000,Rabu,0,0,,1,0
2026-02-25,12,Daging Sapi Paha Belakang,DAGING,kg,110000,110000,Rabu,0,0,,1,0
2026-02-25,13,Daging Ayam Ras,DAGING,kg,39000,38000,Rabu,0,0,,1,0
2026-02-25,14,Daging Ayam Kampung,DAGING,ekor,75000,75000,Rabu,0,0,,1,0
2026-02-25,16,Telur Ayam Ras,TELUR AYAM,kg,30000,30000,Rabu,0,0,,1,0
2026-02-25,17,Telur Ayam Kampung,TELUR AYAM,kg,48000,48000,Rabu,0,0,,1,0
2026-02-25,20,Susu Kental Manis Merk Bendera,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,1,0
2026-02-25,21,Susu Kental Manis Merk Indomilk,SUSU,370 gr/kl,12500,12500,Rabu,0,0,,1,0
2026-02-25,23,Susu Bubuk Merk Bendera (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,1,0
2026-02-25,24,Susu Bubuk Merk Indomilk (Instant),SUSU,400 gr/dos,0,0,Rabu,0,0,,1,0
