tanggal,curah_hujan_mm,jam_hujan,hari_hujan,suhu_mean_c,suhu_max_c,suhu_min_c,kelembapan_mean_pct,angin_max_kmh
2025-12-26,18.7,10.0,1,27.0,31.6,24.8,85,13.5
2025-12-27,28.1,9.0,1,26.9,31.5,25.0,84,11.6
2025-12-28,9.4,8.0,1,27.6,32.6,24.5,83,9.5
2025-12-29,4.4,6.0,1,27.5,32.3,24.0,83,8.3
2025-12-30,4.3,15.0,1,27.6,31.6,24.9,82,9.2
2025-12-31,13.9,11.0,1,26.7,29.9,24.6,86,11.2
2026-01-01,9.1,7.0,1,27.0,32.3,24.3,83,7.6
2026-01-02,16.9,14.0,1,26.7,30.7,23.6,84,11.2
2026-01-03,8.5,14.0,1,26.1,30.4,24.3,87,10.2
2026-01-04,9.4,6.0,1,26.8,31.7,24.1,84,9.2
2026-01-05,4.7,6.0,1,26.4,29.9,23.7,86,10.4
2026-01-06,0.4,3.0,1,28.6,33.3,24.9,77,12.6
2026-01-07,0.8,7.0,1,27.9,32.2,25.0,79,14.3
2026-01-08,15.9,13.0,1,26.7,31.3,24.0,84,7.6
2026-01-09,9.0,16.0,1,25.8,30.4,23.8,89,12.2
2026-01-10,16.4,21.0,1,25.3,29.2,23.2,89,17.3
2026-01-11,10.5,17.0,1,25.4,28.6,23.8,89,17.8
2026-01-12,12.9,20.0,1,25.4,28.0,23.6,88,17.5
2026-01-13,7.8,12.0,1,26.1,30.4,23.9,84,20.4
2026-01-14,19.0,14.0,1,25.9,29.8,24.1,85,20.1
2026-01-15,14.9,12.0,1,25.5,28.5,24.1,86,20.6
2026-01-16,5.7,8.0,1,26.3,30.8,23.9,85,17.1
2026-01-17,10.2,11.0,1,26.3,29.5,24.3,85,18.3
2026-01-18,9.8,20.0,1,25.4,27.7,23.5,90,15.5
2026-01-19,7.8,17.0,1,26.6,31.8,24.2,84,15.5
2026-01-20,14.8,15.0,1,26.2,31.4,24.0,85,19.1
2026-01-21,13.4,15.0,1,26.3,30.0,23.6,83,21.3
2026-01-22,9.9,15.0,1,25.7,29.5,24.3,85,21.6
2026-01-23,23.8,15.0,1,25.9,30.0,23.3,84,19.9
2026-01-24,0.5,5.0,1,27.2,31.4,23.7,78,20.5
2026-01-25,1.4,7.0,1,27.2,30.9,24.5,79,16.4
2026-01-26,3.4,6.0,1,26.8,30.7,24.4,81,19.5
2026-01-27,10.6,9.0,1,26.0,28.4,24.6,84,16.8
2026-01-28,3.5,10.0,1,25.8,29.3,23.8,86,13.7
2026-01-29,2.2,3.0,1,27.3,31.2,24.4,79,14.5
2026-01-30,13.8,10.0,1,27.0,31.1,24.3,81,14.9
2026-01-31,4.9,9.0,1,27.0,32.7,24.0,81,14.8
2026-02-01,4.0,15.0,1,26.9,30.9,25.0,81,18.0
2026-02-02,12.8,12.0,1,26.5,31.4,24.3,83,15.4
2026-02-03,19.8,13.0,1,26.5,31.8,24.0,86,13.7
2026-02-04,12.1,12.0,1,26.0,31.7,23.4,86,12.8
2026-02-05,6.4,14.0,1,26.5,30.6,23.5,84,17.8
2026-02-06,12.3,11.0,1,26.8,31.3,24.5,83,16.2
2026-02-07,12.7,17.0,1,26.5,29.6,24.9,86,15.7
2026-02-08,7.2,13.0,1,26.5,29.9,24.6,85,16.6
2026-02-09,8.3,14.0,1,26.3,30.3,24.2,86,13.2
2026-02-10,18.0,11.0,1,26.4,30.7,24.0,84,12.5
2026-02-11,10.3,12.0,1,26.1,30.8,23.9,86,9.9
2026-02-12,14.4,13.0,1,26.3,30.6,24.1,86,15.6
2026-02-13,10.7,17.0,1,25.8,29.4,23.7,86,15.5
2026-02-14,17.3,10.0,1,26.6,31.2,24.5,84,12.6
2026-02-15,12.8,16.0,1,26.9,30.9,23.7,85,10.5
2026-02-16,12.7,19.0,1,26.6,30.9,23.4,85,11.1
2026-02-17,16.5,10.0,1,27.2,30.7,25.1,84,14.0
2026-02-18,19.6,15.0,1,26.5,29.8,24.1,85,19.0
2026-02-19,3.4,6.0,1,26.9,30.0,24.9,82,13.3
2026-02-20,8.4,9.0,1,26.9,31.3,24.6,83,17.7
2026-02-21,10.7,8.0,1,26.8,31.5,24.3,81,20.5
2026-02-22,7.5,15.0,1,26.6,31.2,24.2,84,14.6
2026-02-23,18.7,13.0,1,26.2,30.6,23.8,86,17.0
2026-02-24,0.3,2.0,1,26.8,31.0,24.1,80,14.1
2026-02-25,3.4,7.0,1,26.8,30.4,24.0,81,14.2
2026-02-26,17.3,11.0,1,26.5,30.4,23.9,83,13.0
2026-02-27,8.8,13.0,1,26.5,30.7,24.1,84,15.2
2026-02-28,1.1,3.0,1,26.8,31.7,24.1,80,13.8
2026-03-01,1.4,5.0,1,27.5,31.7,24.4,80,14.4
2026-03-02,18.7,11.0,1,27.1,31.0,25.2,84,13.1
2026-03-03,15.7,12.0,1,26.6,30.3,23.8,85,17.4
2026-03-04,10.1,11.0,1,25.7,30.5,23.9,87,16.9
2026-03-05,8.7,12.0,1,26.6,30.3,23.7,84,21.2
2026-03-06,2.6,9.0,1,27.0,30.5,24.8,83,19.2
2026-03-07,7.8,10.0,1,26.6,30.1,24.3,83,21.8
2026-03-08,11.3,12.0,1,25.9,30.6,23.4,84,16.3
2026-03-09,8.9,7.0,1,27.2,32.4,24.0,80,11.1
2026-03-10,6.9,7.0,1,27.1,31.7,23.5,82,12.6
2026-03-11,3.2,5.0,1,27.5,32.1,23.6,77,16.6
2026-03-12,2.6,4.0,1,27.3,32.2,24.0,76,16.6
2026-03-13,7.5,7.0,1,27.5,32.8,23.7,76,12.0
2026-03-14,1.0,4.0,1,27.6,33.0,23.6,77,12.0
2026-03-15,7.4,7.0,1,26.9,32.1,24.3,83,11.8
2026-03-16,4.1,8.0,1,26.9,33.0,23.8,82,11.2
2026-03-17,9.2,6.0,1,27.1,32.3,23.8,83,9.4
2026-03-18,3.0,6.0,1,27.6,32.2,24.1,83,7.2
2026-03-19,12.2,12.0,1,27.2,30.8,24.8,85,8.1
2026-03-20,10.3,13.0,1,27.0,32.4,24.4,86,9.6
2026-03-21,7.0,16.0,1,26.8,31.1,23.9,85,11.2
2026-03-22,26.9,17.0,1,26.2,31.4,23.7,87,8.3
2026-03-23,7.6,7.0,1,27.7,33.1,24.2,81,8.4
2026-03-24,5.9,12.0,1,26.7,30.9,24.4,84,13.6
2026-03-25,11.0,10.0,1,26.8,31.1,23.9,83,15.2
2026-03-26,12.1,12.0,1,26.6,31.1,23.9,86,12.9
2026-03-27,16.6,18.0,1,27.1,31.5,23.9,84,8.7
2026-03-28,13.9,17.0,1,26.4,31.5,23.4,87,9.0
2026-03-29,2.0,6.0,1,28.0,33.1,24.3,82,8.7
2026-03-30,12.7,12.0,1,27.1,31.7,23.4,83,8.8
2026-03-31,5.6,5.0,1,27.1,31.6,23.4,84,10.2
2026-04-01,0.1,1.0,1,28.4,32.0,24.7,74,13.7
2026-04-02,3.0,9.0,1,28.3,33.8,24.8,78,8.7
2026-04-03,4.2,7.0,1,27.5,31.8,22.9,80,13.2
2026-04-04,0.7,4.0,1,28.8,32.5,26.5,74,13.0
2026-04-05,0.0,0.0,0,29.3,33.9,24.2,70,10.4
2026-04-06,8.5,8.0,1,28.2,33.6,25.1,79,10.5
2026-04-07,4.5,5.0,1,27.5,32.9,24.5,82,13.8
2026-04-08,5.2,6.0,1,27.7,31.6,25.5,83,11.0
2026-04-09,16.2,12.0,1,27.0,31.8,24.4,85,10.6
2026-04-10,6.0,8.0,1,27.0,31.2,24.4,85,11.7
2026-04-11,4.7,8.0,1,27.6,31.1,25.2,85,7.9
2026-04-12,12.2,16.0,1,27.0,32.3,23.9,84,8.8
2026-04-13,0.4,2.0,1,27.8,31.7,23.3,79,13.8
2026-04-14,2.1,9.0,1,28.8,32.0,26.1,72,15.4
2026-04-15,0.0,0.0,0,29.2,33.1,25.0,64,12.1
2026-04-16,0.1,1.0,1,29.7,33.6,25.5,65,11.6
2026-04-17,0.6,3.0,1,29.8,34.0,26.1,65,11.7
2026-04-18,4.2,9.0,1,29.7,34.7,24.9,67,10.6
2026-04-19,3.0,8.0,1,29.3,33.7,25.3,69,11.2
2026-04-20,0.0,0.0,0,29.7,34.4,24.7,64,9.9
2026-04-21,1.0,5.0,1,29.0,33.8,26.1,74,9.2
2026-04-22,7.8,13.0,1,26.9,30.5,25.4,86,9.2
2026-04-23,3.5,7.0,1,27.4,30.6,24.8,84,11.1
2026-04-24,0.5,4.0,1,28.6,31.2,25.9,80,11.5
2026-04-25,0.6,2.0,1,28.9,32.3,26.4,78,12.6
2026-04-26,7.0,8.0,1,28.6,32.9,24.9,80,9.0
2026-04-27,7.6,12.0,1,27.3,31.1,25.2,86,9.9
2026-04-28,5.6,11.0,1,28.1,32.0,25.8,83,11.3
2026-04-29,7.7,10.0,1,27.7,30.9,25.1,84,12.1
2026-04-30,18.6,13.0,1,26.7,30.8,24.0,88,8.2
2026-05-01,10.6,7.0,1,27.1,31.5,24.1,86,12.0
2026-05-02,1.9,12.0,1,27.5,31.5,24.5,83,10.1
2026-05-03,3.3,8.0,1,27.7,31.6,24.3,81,9.5
2026-05-04,0.6,2.0,1,28.4,32.1,25.2,78,9.4
2026-05-05,0.0,0.0,0,28.6,32.0,25.2,76,10.3
2026-05-06,0.2,2.0,1,29.1,33.0,25.3,69,11.9
2026-05-07,0.0,0.0,0,29.3,33.4,24.1,68,12.3
2026-05-08,0.1,1.0,1,29.5,34.3,24.7,67,13.9
2026-05-09,0.4,3.0,1,29.6,33.8,25.1,68,11.8
2026-05-10,0.0,0.0,0,29.4,33.7,24.7,69,11.1
2026-05-11,0.2,2.0,1,30.0,33.6,26.7,65,13.0
2026-05-12,0.0,0.0,0,30.8,35.3,25.6,60,12.9
2026-05-13,0.3,2.0,1,30.6,35.4,25.5,64,13.4
2026-05-14,2.2,10.0,1,29.9,35.1,25.9,70,10.4
2026-05-15,3.4,12.0,1,29.4,35.0,25.6,77,10.3
2026-05-16,3.1,10.0,1,28.2,32.7,25.0,80,6.5
2026-05-17,4.8,10.0,1,28.2,32.6,24.9,81,6.9
2026-05-18,1.6,8.0,1,28.7,32.2,25.7,76,10.0
2026-05-19,2.6,10.0,1,28.5,32.0,25.9,76,9.2
2026-05-20,8.6,11.0,1,28.7,33.1,25.1,77,10.4
2026-05-21,2.3,7.0,1,28.9,32.8,26.7,77,11.9
2026-05-22,12.8,18.0,1,27.8,32.2,25.2,85,8.5
2026-05-23,2.1,12.0,1,28.2,32.9,25.0,80,8.2
2026-05-24,1.3,7.0,1,28.3,32.9,25.3,80,7.4
2026-05-25,2.8,8.0,1,28.5,33.4,24.5,70,7.2
2026-05-26,1.7,6.0,1,28.8,33.3,25.5,69,8.6
2026-05-27,8.2,14.0,1,28.1,32.2,25.3,75,8.8
2026-05-28,0.8,5.0,1,28.3,32.6,24.2,73,7.4
2026-05-29,0.6,3.0,1,28.8,33.4,24.2,68,9.5
2026-05-30,0.0,0.0,0,28.3,32.3,24.0,67,8.2
2026-05-31,0.0,0.0,0,28.4,32.6,23.9,67,11.6
2026-06-01,0.0,0.0,0,28.5,32.0,23.6,62,11.7
2026-06-02,0.1,1.0,1,28.9,33.0,23.9,65,12.0
2026-06-03,0.2,2.0,1,29.1,33.2,24.5,67,13.4
2026-06-04,0.0,0.0,0,29.7,33.6,25.4,62,14.1
2026-06-05,0.4,4.0,1,29.7,32.7,26.2,68,16.8
2026-06-06,0.3,3.0,1,29.2,31.7,26.9,62,16.8
2026-06-07,0.0,0.0,0,28.5,32.2,24.4,60,14.3
2026-06-08,0.0,0.0,0,28.4,32.9,22.9,58,9.7
2026-06-09,0.0,0.0,0,28.5,32.4,22.9,59,11.2
2026-06-10,0.0,0.0,0,28.8,33.0,24.3,61,11.6
2026-06-11,0.0,0.0,0,29.1,33.9,23.2,57,11.0
2026-06-12,7.8,14.0,1,27.4,29.9,25.2,79,11.6
2026-06-13,2.0,7.0,1,28.5,32.1,24.6,74,11.9
2026-06-14,0.4,3.0,1,29.0,32.8,26.0,68,12.3
2026-06-15,0.0,0.0,0,29.1,33.2,24.9,65,12.8
2026-06-16,0.0,0.0,0,28.6,32.7,23.5,65,11.8
2026-06-17,0.1,1.0,1,28.7,32.5,24.5,65,11.1
2026-06-18,0.0,0.0,0,29.2,33.6,24.3,64,12.0
2026-06-19,0.0,0.0,0,29.1,33.6,23.9,63,12.8
2026-06-20,0.6,5.0,1,28.9,32.4,25.3,68,13.0
2026-06-21,1.2,6.0,1,28.7,32.6,24.6,69,13.3
2026-06-22,0.1,1.0,1,28.7,32.3,26.2,69,15.7
2026-06-23,1.0,8.0,1,28.3,31.6,25.9,73,12.0
2026-06-24,2.4,10.0,1,28.2,31.1,25.7,73,15.8
2026-06-25,0.2,2.0,1,28.3,32.0,24.1,71,11.7
2026-06-26,0.0,0.0,0,28.7,32.5,24.2,71,13.2
2026-06-27,0.0,0.0,0,29.3,32.8,26.1,66,13.0
2026-06-28,0.0,0.0,0,28.6,33.5,24.3,64,9.5
2026-06-29,0.0,0.0,0,27.8,32.6,23.2,62,11.2
2026-06-30,0.0,0.0,0,27.0,32.1,21.4,62,8.3
2026-07-01,0.0,0.0,0,26.9,32.2,21.1,62,9.2
2026-07-02,0.0,0.0,0,27.9,32.7,22.2,60,10.6
2026-07-03,0.0,0.0,0,28.3,31.9,23.2,62,10.7
2026-07-04,0.0,0.0,0,28.7,31.4,26.1,65,15.9
2026-07-05,0.0,0.0,0,28.8,32.0,26.2,66,13.9
2026-07-06,0.2,2.0,1,28.9,32.7,25.2,64,11.3
2026-07-07,0.0,0.0,0,28.4,32.9,23.4,64,14.6
2026-07-08,0.0,0.0,0,28.7,33.2,24.3,56,14.1
2026-07-09,0.0,0.0,0,28.4,32.9,22.9,54,13.1
2026-07-10,0.0,0.0,0,27.8,32.2,21.9,54,13.5
2026-07-11,0.0,0.0,0,27.7,32.7,21.9,56,10.5
2026-07-12,0.0,0.0,0,28.3,32.0,24.6,59,11.4
2026-07-13,0.0,0.0,0,28.2,32.0,24.1,62,13.2
2026-07-14,0.0,0.0,0,28.1,31.8,24.5,65,15.8
2026-07-15,0.2,2.0,1,28.3,31.7,24.5,67,15.1
2026-07-16,0.0,0.0,0,28.4,32.4,23.4,65,13.2
2026-07-17,0.1,1.0,1,28.5,32.9,23.4,64,13.1
2026-07-18,0.0,0.0,0,28.7,33.1,23.6,60,12.4
2026-07-19,0.1,1.0,1,28.7,33.4,23.3,61,13.0
2026-07-20,0.0,0.0,0,28.4,32.7,23.6,63,13.2
2026-07-21,0.0,0.0,0,28.3,33.1,23.3,60,15.3
2026-07-22,0.0,0.0,0,28.1,33.4,23.0,58,13.2
2026-07-23,0.0,0.0,0,28.2,34.0,23.6,54,11.7
2026-07-24,0.0,0.0,0,27.5,32.6,22.5,53,14.8
2026-07-25,0.0,0.0,0,26.9,31.8,20.4,53,16.5
2026-07-26,0.0,0.0,0,27.4,32.0,21.3,61,14.2
2026-07-27,0.0,0.0,0,27.6,31.9,22.1,63,16.8
2026-07-28,0.0,0.0,0,28.1,31.9,24.4,65,15.4
2026-07-29,0.0,0.0,0,28.5,32.7,23.8,64,13.6
2026-07-30,0.0,0.0,0,28.6,32.4,24.6,65,14.1
2026-07-31,0.2,2.0,1,28.4,32.0,24.8,66,13.0
2026-08-01,0.2,1.0,1,28.1,31.8,24.7,67,16.5
2026-08-02,0.9,2.0,1,28.3,31.1,25.2,68,17.8
2026-08-03,0.6,5.0,1,28.5,31.9,26.8,68,19.5
2026-08-04,0.7,6.0,1,28.0,31.6,25.7,70,14.4
2026-08-05,0.0,0.0,0,28.1,31.8,23.2,65,15.2
2026-08-06,1.7,6.0,1,28.0,31.4,24.4,68,15.1
2026-08-07,0.8,5.0,1,27.8,31.3,24.0,67,15.3
2026-08-08,0.6,4.0,1,28.1,32.9,23.5,64,14.1
2026-08-09,0.0,0.0,0,27.9,32.5,23.0,60,13.5
2026-08-10,0.1,1.0,1,27.9,32.7,23.1,63,11.1
2026-08-11,0.0,0.0,0,28.1,32.1,23.0,59,14.4
2026-08-12,0.0,0.0,0,27.8,31.9,22.9,60,13.3
2026-08-13,0.0,0.0,0,28.1,32.2,23.4,61,13.8
2026-08-14,0.0,0.0,0,28.5,33.0,23.9,63,15.5
2026-08-15,0.0,0.0,0,28.4,32.1,23.9,62,15.1
2026-08-16,0.0,0.0,0,28.4,32.5,25.0,67,15.1
2026-08-17,0.0,0.0,0,28.9,33.0,25.8,61,14.0
2026-08-18,0.2,2.0,1,28.6,31.9,26.4,65,17.7
2026-08-19,0.7,4.0,1,28.4,31.5,26.0,62,19.4
2026-08-20,1.5,7.0,1,27.8,31.4,25.2,67,18.2
2026-08-21,0.0,0.0,0,27.9,31.2,24.7,67,16.9
2026-08-22,0.7,4.0,1,28.4,32.5,25.7,63,16.7
2026-08-23,0.0,0.0,0,28.4,33.0,24.7,62,14.6
2026-08-24,0.0,0.0,0,28.0,32.0,23.7,64,18.1
2026-08-25,0.0,0.0,0,28.0,31.9,23.3,61,15.9
2026-08-26,0.4,4.0,1,28.0,31.2,24.9,66,14.6
2026-08-27,0.0,0.0,0,28.4,32.8,24.7,60,13.8
2026-08-28,0.0,0.0,0,27.7,32.4,22.4,59,13.7
2026-08-29,0.0,0.0,0,28.1,32.4,23.5,58,17.1
2026-08-30,1.5,9.0,1,28.1,31.7,25.4,68,18.4
2026-08-31,0.0,0.0,0,28.6,32.1,25.9,64,20.8
